name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Not Another Love Song,0.499,0.612,4,-5.947,0,0.127,0.171,4.99E-05,0.0993,0.218,157.218
2nd Hand,0.933,0.424,1,-6.686,1,0.127,0.0307,0,0.101,0.0775,139.977
Feel Me,0.769,0.747,11,-4.56,0,0.127,0.12,7.48E-06,0.0417,0.807,81.034
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98
Paradigmas,0.686,0.789,1,-4.103,1,0.126,0.322,0,0.4,0.822,157.932
Finesse Out The Gang Way (feat. Lil Baby),0.738,0.885,1,-4.159,0,0.126,0.213,0,0.098,0.49,100.508
Talk (feat. Disclosure),0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984
The Anthem,0.494,0.939,1,-3.127,1,0.126,0.00666,0,0.139,0.893,177.751
Secreto,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987
Prom Night,0.809,0.552,7,-9.914,1,0.126,0.351,1.13E-05,0.097,0.132,149.29
07-nov,0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.56,136.024
Not Today,0.594,0.946,8,-3.408,1,0.126,0.00181,1.04E-06,0.923,0.665,110.024
Whoopty,0.719,0.648,3,-7.6,0,0.125,0.2,0,0.127,0.66,140.201
Ropa Cara,0.813,0.526,4,-4.787,0,0.125,0.105,0.000661,0.11,0.608,170.002
EL MAKINON,0.635,0.706,5,-3.224,0,0.125,0.256,0,0.108,0.443,88.863
Whoopty,0.719,0.648,3,-7.6,0,0.125,0.2,0,0.127,0.66,140.201
In My Feelings,0.835,0.626,1,-5.833,1,0.125,0.0589,6.00E-05,0.396,0.35,91.03
Happy Pills,0.521,0.885,4,-4.934,0,0.125,0.00327,0.00904,0.324,0.344,115.985
GTG,0.88,0.777,7,-6.875,0,0.125,0.164,0.0171,0.0957,0.974,154.955
Narcos,0.936,0.585,0,-6.914,1,0.125,0.0142,0,0.132,0.242,124.991
SugarCrash!,0.748,0.734,0,-6.499,1,0.124,0.524,1.15E-05,0.0975,0.368,97.753
Machu Picchu,0.788,0.789,0,-2.39,1,0.124,0.397,0,0.226,0.867,167.897
Classic,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071
Cabrón y Vago - En Vivo,0.547,0.638,8,-2.99,1,0.124,0.697,0,0.074,0.876,176.277
Show Out (with Skepta & Pop Smoke),0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896
Con Altura,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963
Machu Picchu,0.788,0.789,0,-2.39,1,0.124,0.397,0,0.226,0.867,167.897
Ella Quiere Beber - Remix,0.75,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.697,95.239
I Don't Know Why,0.499,0.898,8,-4.181,0,0.124,0.124,7.20E-06,0.0832,0.618,120.04
Talk,0.9,0.4,0,-8.443,1,0.124,0.0501,0,0.0876,0.338,136.001
Normal Girl,0.624,0.532,0,-7.146,1,0.124,0.269,5.17E-05,0.158,0.362,76.453
Monster - Robin Schulz Remix,0.475,0.815,8,-6.068,0,0.124,0.133,0,0.11,0.48,126.164
Unforgettable,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985
Nonstop,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983
Look What You Made Me Do,0.766,0.709,9,-6.471,0,0.123,0.204,1.41E-05,0.126,0.506,128.07
Nesesari (feat. Philkeyz),0.774,0.802,5,-5.482,0,0.123,0.328,2.70E-06,0.0666,0.95,110.793
I'm Not Okay (I Promise),0.21,0.94,9,-3.427,1,0.123,0.00602,0,0.269,0.255,179.722
Baila Baila Baila - Remix,0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016
Say My Name,0.703,0.66,10,-5.119,0,0.123,0.137,0,0.192,0.79,95.031
春を告げる,0.548,0.871,11,-5.377,1,0.123,0.0397,0,0.357,0.487,120.009
10%,0.794,0.757,6,-6.644,0,0.123,0.0267,0.000306,0.0621,0.615,107.99
Where The Lights Are Low,0.759,0.807,8,-5.812,0,0.122,0.448,0,0.105,0.62,123.904
Ain't No Sunshine,0.527,0.415,4,-11.451,0,0.122,0.457,1.72E-05,0.117,0.515,78.169
Royals,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878
Money Trees,0.716,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994
Post Malone (feat. RANI),0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356
Make you happy,0.78,0.885,7,-3.745,1,0.122,0.0436,2.80E-05,0.105,0.808,160.087
Pa' Que Retozen,0.815,0.856,1,-3.825,0,0.122,0.4,8.34E-05,0.244,0.872,91.995
Royals,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878
Post Malone (feat. RANI),0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356
Money Trees,0.716,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994
Money Trees,0.716,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994
Blow Your Mind (Mwah),0.654,0.796,2,-4.761,0,0.122,0.0188,0,0.0948,0.491,108.854
Redbone,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143
Let You Down,0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997
Your New Boyfriend,0.546,0.453,7,-13.04,1,0.121,0.382,3.90E-05,0.106,0.74,104.532
You’re Mines Still (feat. Drake),0.575,0.609,5,-4.88,0,0.121,0.317,0,0.105,0.339,83.004
No Therapy,0.773,0.608,3,-6.942,0,0.121,0.278,0,0.381,0.589,125.078
Cuántas veces,0.863,0.823,11,-4.271,1,0.121,0.246,0,0.134,0.406,98.964
Red Flag,0.564,0.865,2,-7.384,1,0.121,0.000583,0,0.056,0.726,183.052
That's My Girl,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19E-05,0.365,0.612,202.049
Cupid's Chokehold / Breakfast in America,0.72,0.744,1,-6.938,0,0.12,0.237,0,0.255,0.619,78.953
Reminds Me Of You,0.613,0.631,4,-6.965,1,0.12,0.0663,0,0.169,0.33,149.992
Taste (feat. Offset),0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994
B.S. (feat. H.E.R.),0.617,0.525,8,-10.426,0,0.12,0.554,1.10E-06,0.135,0.377,135.781
Personal,0.755,0.536,8,-5.605,1,0.12,0.114,0,0.0282,0.882,138.969
Hot In Herre,0.956,0.745,11,-4.753,0,0.12,0.206,0,0.0615,0.912,107.075
Life Letters,0.441,0.692,10,-4.945,0,0.12,0.843,1.57E-06,0.0981,0.416,92.302
Peaches (feat. Daniel Caesar & Giveon),0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03
Chop Suey!,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066
We Will Rock You - Remastered,0.692,0.497,2,-7.316,1,0.119,0.676,0,0.259,0.475,81.308
Foot Fungus,0.881,0.623,1,-9.662,1,0.119,0.257,1.50E-06,0.0964,0.745,88.953
Tonight Tonight,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978
Fallin’ (Adrenaline),0.606,0.9,0,-4.504,1,0.119,0.0101,0,0.075,0.233,133.963
Love Shot,0.689,0.678,5,-4.287,0,0.119,0.0702,0,0.0889,0.335,145.883
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",0.737,0.597,7,-7.333,1,0.119,0.292,0,0.13,0.449,92.049
Peaches (feat. Daniel Caesar & Giveon),0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03
Beige,0.434,0.677,10,-7.535,1,0.119,0.384,0.0684,0.119,0.218,167.927
"Aleman: Bzrp Music Sessions, Vol. 15",0.813,0.884,2,-4.817,1,0.119,0.128,2.34E-05,0.122,0.646,126.892
I Feel It Coming,0.773,0.819,0,-5.946,0,0.118,0.428,0,0.0679,0.585,92.987
怪物,0.627,0.824,1,-3.419,1,0.118,0.0699,6.57E-05,0.31,0.774,169.935
My Boo,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412
Nights,0.466,0.548,5,-9.362,0,0.118,0.42,1.01E-06,0.113,0.423,89.815
IDOL,0.734,0.855,9,-3.211,1,0.118,0.00481,0,0.123,0.422,126.035
Try Me,0.882,0.471,2,-8.827,0,0.118,0.058,0,0.0991,0.372,95.02
Pero Ya No,0.882,0.612,4,-6.103,1,0.118,0.0475,5.07E-06,0.182,0.742,147.982
Betrayed,0.821,0.434,10,-9.194,0,0.118,0.434,0,0.128,0.241,120.012
Illuminati,0.863,0.545,0,-8.552,1,0.118,0.0696,0,0.0835,0.458,90.029
I Feel It Coming,0.773,0.819,0,-5.946,0,0.118,0.426,0,0.0679,0.585,92.99
Lost In Yesterday,0.569,0.84,1,-4.123,1,0.118,0.0295,0.000118,0.0995,0.749,183.059
Contra La Pared,0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052
2002,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133
20 Min,0.773,0.75,8,-4.009,0,0.117,0.109,0,0.174,0.783,123.426
Still Don't Know My Name,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643
Way down We Go,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255
No Lie,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04
Te Vi,0.877,0.777,1,-4.246,1,0.117,0.0446,3.46E-05,0.0863,0.706,102.02
Faith - Remastered,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58E-05,0.0662,0.607,95.846
Headstrong,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78E-06,0.189,0.534,184.981
Shake That,0.963,0.643,1,-5.785,0,0.117,0.0507,4.94E-05,0.157,0.534,107.005
Famous,0.465,0.735,6,-3.715,1,0.117,0.0711,0,0.0975,0.409,173.935
Missin You Crazy,0.716,0.729,5,-6.313,1,0.117,0.0991,0,0.0842,0.276,131.975
deja vu,0.439,0.61,9,-7.236,1,0.116,0.593,1.07E-05,0.341,0.172,181.088
Should I Stay or Should I Go - Remastered,0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375
TRAGIC (feat. Youngboy Never Broke Again & Internet Money),0.779,0.642,8,-6.321,0,0.116,0.0383,0,0.2,0.388,82.363
Rules,0.664,0.724,7,-5.457,1,0.116,0.171,0,0.13,0.697,144.052
Vibez,0.635,0.659,7,-7.499,1,0.116,0.242,0.0285,0.105,0.34,96.855
Airplanes (feat. Hayley Williams of Paramore),0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.377,93.033
No Bailes Sola,0.598,0.734,10,-3.982,1,0.116,0.208,0,0.272,0.621,179.885
Needs,0.813,0.601,11,-7.552,0,0.116,0.189,0.0002,0.426,0.855,118.981
XO,0.611,0.39,2,-5.861,0,0.116,0.625,0,0.118,0.617,163.897
Ignite,0.681,0.864,8,-4.3,0,0.116,0.0208,3.98E-06,0.192,0.479,90.008
Por Primera Vez,0.716,0.588,1,-3.952,1,0.116,0.152,0,0.0847,0.707,165.896
C U Girl,0.414,0.473,11,-8.911,0,0.116,0.663,0.0523,0.128,0.409,100
白日,0.599,0.891,1,-3.242,1,0.116,0.562,0,0.322,0.694,93.029
Banana Pancakes,0.814,0.373,7,-8.017,1,0.116,0.602,1.70E-05,0.0931,0.632,114.548
Good Morning,0.48,0.631,7,-5.488,1,0.116,0.0791,0.000105,0.149,0.515,84.164
Chunky,0.571,0.539,5,-4.446,0,0.116,0.0208,0,0.125,0.727,202.103
E-GIRLS ARE RUINING MY LIFE!,0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98
Bubble Gum,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72E-05,0.387,0.229,207.97
Waiting On the World to Change,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75
Bacc Seat (feat. Ty Dolla $ign),0.783,0.524,1,-6.828,1,0.115,0.0404,0,0.087,0.153,144.989
Casanova,0.711,0.848,6,-6.125,0,0.115,0.465,0,0.123,0.531,97.176
The Show Goes On,0.591,0.889,7,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067
Rumors,0.673,0.706,8,-8.4,1,0.115,0.0603,2.75E-06,0.426,0.516,74.972
Lotus Flower Bomb (feat. Miguel),0.512,0.598,9,-4.959,0,0.115,0.611,0,0.0881,0.345,70.189
Wasabi,0.847,0.656,2,-4.976,1,0.115,0.00451,0.000854,0.143,0.234,114.001
Danza Kuduro,0.699,0.917,0,-4.897,1,0.115,0.078,0,0.065,0.889,130.04
Toxic,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04
High Fashion (feat. Mustard),0.831,0.499,11,-8.442,0,0.114,0.269,0,0.3,0.511,97.956
Truth Hurts,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087
Everything Black,0.62,0.864,5,-4.334,0,0.114,0.0323,0,0.117,0.395,98.059
STUPID (feat. Yung Baby Tate),0.772,0.637,2,-6.881,1,0.114,0.00459,0,0.0778,0.54,149.906
Mikrokosmos,0.58,0.858,8,-5.212,1,0.114,0.125,0,0.0502,0.475,174.039
Space Melody (Edward Artemyev) (feat. Leony),0.898,0.759,7,-4.942,1,0.114,0.227,0.00102,0.104,0.24,127.966
WHISTLE,0.818,0.723,11,-4.82,1,0.114,0.00561,0,0.0866,0.607,102.945
Be Honest (feat. Burna Boy),0.757,0.737,4,-6.728,0,0.114,0.311,0,0.113,0.635,98.057
Down On Me,0.7,0.598,2,-7.783,1,0.114,0.0369,0,0.111,0.594,160.041
Like It Is,0.794,0.728,1,-6.759,1,0.114,0.121,8.82E-06,0.227,0.36,105.024
Madonna,0.806,0.565,11,-8.96,0,0.113,0.47,0,0.0824,0.311,116.963
ALWAYS DO,0.762,0.426,8,-6.865,1,0.113,0.0442,0,0.0858,0.582,167.827
POWER,0.542,0.914,0,-4.747,0,0.113,0.0161,0,0.744,0.576,153.993
Sigues Con El,0.883,0.668,9,-2.957,1,0.113,0.11,0.000529,0.0734,0.676,87.972
Rasputin,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92E-05,0.193,0.658,128.04
Leave a Light On,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78E-06,0.133,0.267,68.976
La Boca,0.618,0.795,2,-1.8,1,0.113,0.0655,0,0.309,0.76,185.901
LEYENDAS,0.554,0.784,1,-5.459,1,0.113,0.0607,0,0.301,0.61,96.699
Rojo,0.652,0.595,11,-4.04,1,0.113,0.15,0.000115,0.0842,0.444,172.27
Madonna,0.806,0.565,11,-8.96,0,0.113,0.47,0,0.0824,0.311,116.963
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",0.818,0.598,10,-5.948,0,0.113,0.0573,1.32E-06,0.634,0.331,111.052
I Like Him,0.893,0.579,9,-8.995,1,0.113,0.0641,0.000121,0.215,0.611,133.018
Papercut,0.524,0.939,9,-3.994,1,0.113,0.00022,0,0.623,0.661,150.184
Fell In Love With a Girl,0.323,0.982,9,-1.742,0,0.113,0.706,5.93E-05,0.853,0.365,95.517
Your Love (9PM),0.669,0.784,7,-5.603,1,0.112,0.194,6.28E-06,0.115,0.517,125.993
Yeah! (feat. Lil Jon & Ludacris),0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018
Sex Sounds,0.857,0.427,8,-8.638,1,0.112,0.281,0,0.108,0.366,130.033
Kiss Me Thru The Phone,0.758,0.712,7,-3.781,1,0.112,0.0185,0,0.0677,0.795,149.998
When You Were Young,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433
Baby Shark,0.829,0.886,8,-1.746,1,0.112,0.259,0,0.0559,0.777,115.056
Your Love (9PM),0.669,0.784,7,-5.603,1,0.112,0.194,6.28E-06,0.115,0.517,125.993
Own It (feat. Ed Sheeran & Burna Boy),0.817,0.781,7,-4.178,0,0.112,0.00838,5.21E-06,0.123,0.359,104
BYE ME FUI,0.712,0.599,5,-6.342,0,0.112,0.412,2.15E-05,0.103,0.588,179.788
Turks (feat. Travis Scott),0.893,0.618,7,-4.425,0,0.112,0.0827,0,0.542,0.389,119.099
Hasta Que Dios Diga,0.691,0.765,8,-4.727,1,0.111,0.464,3.29E-06,0.203,0.855,174.021
I Took A Pill In Ibiza - Seeb Remix,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42E-06,0.0843,0.71,101.969
Let Me Love You Like A Woman,0.303,0.249,0,-11.715,1,0.111,0.97,1.95E-05,0.117,0.131,66.932
What If I Told You That I Love You,0.605,0.365,7,-11.144,1,0.111,0.63,6.83E-06,0.0554,0.224,84.628
Kyouran Hey Kids!!,0.526,0.981,8,-1.82,1,0.111,0.00318,0.00161,0.187,0.781,142.016
I Took A Pill In Ibiza - Seeb Remix,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42E-06,0.0843,0.71,101.969
Esquema Preferido,0.669,0.812,5,-4.597,1,0.11,0.256,0,0.0773,0.917,159.934
On The Ground,0.311,0.607,1,-6.578,1,0.11,0.0174,0,0.131,0.286,188.7
On The Ground,0.311,0.607,1,-6.578,1,0.11,0.0174,0,0.131,0.286,188.7
One Kiss (with Dua Lipa),0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994
In The End - Mellen Gi Remix,0.618,0.611,7,-6.654,0,0.11,0.477,0.0333,0.162,0.224,88.07
La genesi del tuo colore,0.527,0.75,6,-5.449,0,0.11,0.0254,0,0.108,0.38,128.006
Talk To Me,0.773,0.281,1,-9.781,1,0.11,0.24,0,0.112,0.465,102.019
Como Estrellas,0.445,0.495,6,-6.058,1,0.11,0.764,0,0.261,0.752,170.044
Mad World,0.54,0.892,11,-4.985,1,0.11,0.233,9.35E-05,0.195,0.152,106.594
Rags2Riches (feat. ATR Son Son),0.904,0.252,5,-17.54,0,0.11,0.294,0,0.104,0.227,117.994
Minefields,0.476,0.686,1,-5.019,0,0.11,0.183,0,0.0997,0.243,152.617
Sober,0.397,0.303,1,-10.413,1,0.11,0.798,4.16E-06,0.0824,0.17,170.22
Who Hurt You?,0.649,0.493,11,-7.645,0,0.11,0.586,0.000167,0.0667,0.277,104.542
God's Plan,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29E-05,0.552,0.357,77.169
DJ Got Us Fallin' In Love (feat. Pitbull),0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,119.963
Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064
Walk On the Wild Side,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522
Runaway,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733
On The Road (feat. Meek Mill & Lil Baby),0.442,0.737,7,-5.046,1,0.109,0.0589,0,0.102,0.21,112.93
Poison,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85E-06,0.18,0.26,118.698
Sweet Nothing (feat. Florence Welch),0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934
The Git Up,0.847,0.678,9,-8.635,1,0.109,0.0669,0,0.274,0.811,97.984
BEBE,0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063
Wellerman - Sea Shanty,0.675,0.359,3,-5.157,1,0.108,0.614,0,0.137,0.792,191.903
The Thrill,0.817,0.775,10,-4.767,0,0.108,0.277,0,0.108,0.806,126.984
Papi Chulo,0.866,0.563,11,-6.964,0,0.108,0.185,0,0.0889,0.307,127.954
Panama - 2015 Remaster,0.526,0.978,8,-5.436,1,0.108,0.00122,4.75E-05,0.0744,0.451,141.167
Return of the Mack,0.715,0.833,2,-5.379,1,0.108,0.00631,0,0.164,0.612,95.487
Freaking Out the Neighborhood,0.565,0.832,8,-5.751,0,0.108,0.0639,0.0291,0.386,0.847,143.302
Confident,0.741,0.565,5,-5.448,0,0.108,0.114,0,0.205,0.892,134.122
No Te Enamores - Remix,0.824,0.837,5,-4.603,1,0.107,0.573,1.66E-05,0.271,0.58,100.021
Hello (feat. A Boogie Wit da Hoodie),0.905,0.647,10,-5.065,0,0.107,0.0187,0,0.282,0.367,130.97
Crazy Train,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688
1950,0.6,0.535,4,-7.043,1,0.107,0.648,4.70E-06,0.162,0.269,71.912
Into You,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75E-06,0.145,0.37,107.853
Let Me Blow Ya Mind,0.908,0.557,8,-4.243,0,0.107,0.242,0,0.0709,0.897,90.032
By the Way,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444
44,0.801,0.76,5,-5.948,1,0.107,0.252,9.17E-06,0.207,0.508,102.061
Into You,0.623,0.734,9,-5.95,1,0.107,0.0162,1.90E-06,0.145,0.372,107.853
Dionysus,0.502,0.91,7,-2.769,1,0.107,0.04,0,0.319,0.588,176.084
Work Out,0.831,0.427,2,-6.903,1,0.106,0.0531,0,0.307,0.216,93.004
Praise The Lord (Da Shine) (feat. Skepta),0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015
If I Ain't Got You,0.609,0.445,7,-9.129,1,0.106,0.603,6.77E-06,0.104,0.166,118.393
bellyache,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939
Blijven Slapen,0.751,0.549,5,-7.798,0,0.106,0.221,0,0.112,0.735,106.01
Ain't No Rest for the Wicked,0.636,0.849,0,-7.075,1,0.106,0.0438,0,0.372,0.917,156.036
Blood Sweat & Tears,0.583,0.885,0,-3.571,0,0.106,0.0244,0,0.357,0.601,92.959
Hear Me Calling,0.699,0.687,7,-3.997,0,0.106,0.308,3.63E-05,0.121,0.499,88.932
Kids (feat. MKLA),0.744,0.866,9,-4.834,1,0.106,0.0107,0.0537,0.528,0.302,128.027
Headlines,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894
Umrumda Değil,0.711,0.677,6,-5.824,0,0.106,0.293,0,0.0853,0.177,104.957
Share That Love (feat. G-Eazy),0.715,0.658,11,-4.304,0,0.106,0.162,0,0.0742,0.795,158.024
I'm a Slave 4 U,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027
Famous Last Words,0.467,0.883,2,-3.679,0,0.106,0.000321,0.000152,0.125,0.309,122.252
Borro Cassette,0.73,0.701,5,-5.885,0,0.106,0.132,0,0.151,0.785,175.95
Jeans,0.807,0.656,3,-4.395,0,0.105,0.0165,0,0.0693,0.89,83.943
Psycho (feat. Ty Dolla $ign),0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06
Relación,0.805,0.562,7,-3.117,0,0.105,0.125,4.96E-06,0.148,0.767,172.094
Cheap Thrills,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976
The Greatest Show,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92
Beyond,0.581,0.687,6,-5.4,1,0.105,0.229,0,0.109,0.187,76.014
Victoria,0.672,0.683,11,-4.433,0,0.105,0.542,0,0.203,0.568,88.042
Party Monster,0.573,0.63,1,-8.389,1,0.105,0.189,2.31E-05,0.259,0.218,77.525
Almost (Sweet Music),0.523,0.687,7,-5.601,1,0.105,0.0215,2.86E-06,0.203,0.711,90.036
Cheap Thrills,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976
Qué Mal Te Fue (Remix),0.769,0.712,7,-5.042,0,0.105,0.0812,6.67E-06,0.0988,0.841,173.931
The Woo (feat. 50 Cent & Roddy Ricch),0.49,0.618,1,-5.655,1,0.104,0.0221,3.77E-06,0.259,0.286,99.7
Hate The Other Side (with Marshmello & The Kid Laroi),0.701,0.65,6,-6.313,1,0.104,0.291,0,0.112,0.647,90.003
Heart Attack,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968
beamer boy,0.743,0.732,8,-4.511,1,0.104,0.0509,1.77E-05,0.227,0.339,123.994
Let's Fall in Love for the Night,0.737,0.408,5,-7.941,1,0.104,0.802,0,0.171,0.374,127.921
Alô Ex-Amor - Ao Vivo,0.701,0.867,10,-2.982,0,0.104,0.572,5.15E-06,0.788,0.937,169.898
Helena,0.356,0.96,4,-3.487,1,0.104,0.0142,0,0.209,0.0857,125.921
Prometiste,0.602,0.398,0,-9.503,1,0.104,0.807,0,0.703,0.603,126.285
La Tóxica (feat. Jay Wheeler & Tempo) - Remix,0.727,0.692,9,-3.25,1,0.104,0.102,1.07E-06,0.0562,0.604,92.019
Too Good,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88E-05,0.1,0.397,117.996
U Said,0.265,0.827,7,-4.661,1,0.104,0.0434,0,0.117,0.131,82.032
Cabin Back Noise,0.0559,0.338,10,-31.434,0,0.104,0.957,1,0.112,0.0212,58.227
Moonwalking in Calabasas (feat. Blueface) - Remix,0.928,0.341,11,-10.196,0,0.103,0.0614,0,0.162,0.745,129.966
Foi Pá Pum,0.627,0.818,1,-3.086,1,0.103,0.378,0,0.246,0.449,161.857
Titanium (feat. Sia),0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062
Bodak Yellow,0.926,0.703,11,-6.337,0,0.103,0.0659,0,0.231,0.485,125.022
Is This Love,0.776,0.559,6,-8.375,0,0.103,0.11,0,0.0671,0.758,122.242
Black Mamba,0.52,0.915,2,-2.862,1,0.103,0.0618,0.000946,0.0856,0.5,90.069
Paradise City,0.268,0.98,11,-5.958,1,0.103,0.0192,0.00709,0.182,0.395,100.315
Dear Mama,0.773,0.54,6,-7.123,1,0.103,0.371,0,0.131,0.322,84.115
Antes,0.817,0.737,6,-5.453,0,0.102,0.046,1.57E-05,0.092,0.67,93.985
HUMBLE.,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011
Old Town Road - Remix,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041
Opp Stoppa (feat. 21 Savage),0.829,0.343,2,-4.937,0,0.102,0.00734,0,0.179,0.312,78.035
Selfish Love (with Selena Gomez),0.723,0.646,5,-7.973,0,0.102,0.0206,0.352,0.0994,0.443,110.971
I CAN'T STOP ME,0.657,0.88,10,-3.672,0,0.102,0.121,0,0.463,0.769,150.084
On My Way,0.509,0.689,1,-4.929,0,0.102,0.0209,0,0.301,0.297,170.087
Say My Name,0.713,0.678,5,-3.525,0,0.102,0.273,0,0.149,0.734,138.009
Girlfriend,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983
Bitter,0.724,0.594,6,-7.126,0,0.102,0.393,0.00116,0.0889,0.413,136.002
Gangstas,0.548,0.506,4,-7.434,0,0.102,0.203,0.0001,0.0788,0.557,119.987
SUPERBLOOM,0.558,0.889,8,-3.945,1,0.102,0.191,0.000387,0.328,0.716,170.102
Sabotage,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131
Pretty Fly (For A White Guy),0.723,0.895,11,-3.707,0,0.102,0.088,0,0.0717,0.963,143.373
Run Boy Run,0.506,0.959,5,-5.264,0,0.102,0.084,0.000655,0.135,0.34,133.996
