name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Brown Eyed Girl,0.491,0.583,7,-10.964,1,0.0376,0.182,0,0.407,0.907,150.572
Experience,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468
Chachachá,0.68,0.321,5,-10.944,1,0.0376,0.791,4.67E-06,0.125,0.416,110.827
Tainted Love,0.5,0.501,0,-8.284,0,0.0376,0.462,0,0.26,0.623,144.438
Better Days,0.626,0.726,5,-5.015,1,0.0376,0.235,0,0.304,0.257,89.132
Dile al Amor,0.825,0.605,11,-9.71,1,0.0376,0.0764,0,0.314,0.944,124.005
Like a Prayer,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11E-05,0.181,0.257,111.037
Keep Your Head Up,0.674,0.778,0,-5.367,1,0.0376,0.0469,0,0.145,0.816,90.01
22,0.661,0.729,7,-6.561,1,0.0376,0.00215,0.0013,0.0477,0.668,103.987
LARISSA,0.843,0.64,9,-7.485,0,0.0376,0.0485,0,0.281,0.784,130.097
Gone,0.647,0.377,6,-6.003,1,0.0375,0.594,0,0.0768,0.653,79.936
Gone,0.647,0.377,6,-6.003,1,0.0375,0.594,0,0.0768,0.653,79.936
Go Your Own Way - 2004 Remaster,0.586,0.941,5,-5.139,1,0.0375,0.0167,0.000776,0.068,0.831,135.448
Fuiste Tú (feat. Gaby Moreno),0.591,0.672,5,-3.515,1,0.0375,0.622,0,0.112,0.267,139.939
Looking at Me,0.681,0.798,2,-4.367,1,0.0375,0.00398,5.11E-06,0.0542,0.516,105.99
Fortunate Son,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77
Eres Mía,0.843,0.729,6,-3.634,0,0.0374,0.401,1.20E-06,0.206,0.903,123.046
Tom Sawyer,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559
Long Live,0.611,0.846,7,-3.548,1,0.0374,0.178,0,0.12,0.544,129.961
911,0.789,0.813,5,-4.563,1,0.0374,0.0294,2.07E-06,0.519,0.42,116.007
Remember Me,0.84,0.344,5,-8.613,0,0.0374,0.456,3.36E-05,0.35,0.526,111.994
Why,0.676,0.67,8,-6.584,1,0.0374,0.353,0,0.103,0.54,113.01
Secrets,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961
The Boys Of Summer,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941
Mi manchi,0.666,0.786,8,-4.768,1,0.0373,0.226,0,0.12,0.355,126.944
Lay Me Down,0.468,0.19,4,-11.138,1,0.0373,0.919,0,0.107,0.326,125.319
r u ok,0.666,0.593,2,-5.905,1,0.0373,0.318,0,0.414,0.329,140.013
Back To Black,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05E-05,0.0861,0.378,122.728
Love Talk - English Version,0.751,0.719,6,-5.198,0,0.0373,0.142,0,0.148,0.437,98.01
One Week,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845
Jumpsuit,0.62,0.61,11,-8.329,0,0.0373,0.00849,0.162,0.205,0.235,127.052
Runaway,0.422,0.302,11,-9.214,1,0.0372,0.629,7.83E-05,0.104,0.123,114.089
Creep,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844
Lost on You,0.433,0.724,5,-6.126,0,0.0372,0.1,0,0.0918,0.689,174.006
lie to me,0.642,0.392,4,-7.846,0,0.0372,0.0151,0,0.352,0.0479,138.065
DARE,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264
FAKE LOVE,0.557,0.719,2,-4.515,0,0.0372,0.00267,0,0.306,0.344,77.501
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),0.599,0.494,2,-7.61,1,0.0372,0.816,0,0.101,0.44,142.893
Like a Virgin,0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747
FAKE LOVE,0.557,0.719,2,-4.515,0,0.0372,0.00267,0,0.306,0.344,77.501
La Isla Bonita,0.725,0.612,1,-10.706,0,0.0372,0.302,1.63E-05,0.0548,0.965,99.978
It's Time,0.656,0.884,2,-4.748,1,0.0372,0.0162,0,0.144,0.86,105.009
Who Shot Cupid?,0.758,0.932,3,-2.809,1,0.0372,0.0558,0,0.097,0.592,125.993
Somebody That I Used To Know,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059
R U Mine?,0.288,0.758,6,-5.692,0,0.0371,0.00616,0,0.303,0.619,97.094
From the Dining Table,0.671,0.156,8,-16.288,1,0.0371,0.804,0.0518,0.113,0.201,94.08
Money For Nothing,0.666,0.667,2,-9.305,0,0.0371,0.043,0.0005,0.074,0.679,134.219
Never Not,0.47,0.221,5,-9.243,1,0.0371,0.693,0,0.104,0.264,133.714
La Escuela No Me Gustó,0.836,0.766,7,-6.229,0,0.0371,0.323,1.18E-06,0.091,0.844,112.548
The Winner Takes It All,0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15
Mientes,0.332,0.592,1,-6.127,1,0.0371,0.0824,0,0.109,0.31,170.391
Walking On Sunshine,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902
Fast Car,0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951
Somebody That I Used To Know,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062
Never Seen The Rain,0.672,0.464,6,-5.624,0,0.037,0.43,0,0.284,0.271,92.069
Feeling Good,0.535,0.548,1,-6.51,1,0.037,0.533,1.48E-06,0.123,0.477,115.144
Breezeblocks,0.611,0.643,5,-7.372,1,0.037,0.117,0.00101,0.131,0.258,74.991
Reborn,0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051
Fallin',0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986
Next To You (feat. Justin Bieber),0.67,0.676,8,-4.725,1,0.037,0.0201,0,0.11,0.349,114.974
Del Mar,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976
Drag Me Down,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113
Borderline,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.10E-06,0.0824,0.873,97.96
Waves - Robin Schulz Radio Edit,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994
One,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305
Barracuda,0.547,0.691,4,-13.553,0,0.0369,0.015,0.105,0.144,0.667,137.148
Not About Angels,0.405,0.111,0,-11.879,1,0.0369,0.964,4.37E-05,0.0872,0.219,116.86
Holding On,0.706,0.76,8,-4.702,1,0.0369,0.0599,1.46E-06,0.202,0.564,95.499
Putus Atau Terus,0.689,0.194,9,-7.188,1,0.0369,0.827,0,0.111,0.387,135.582
Clavado En Un Bar,0.634,0.854,11,-3.444,1,0.0369,0.00737,2.49E-06,0.0664,0.564,148.003
Rodeo - feat. Nas,0.65,0.637,9,-6.195,1,0.0369,0.0814,0.000607,0.51,0.575,140.115
Honey,0.606,0.24,3,-7.102,1,0.0369,0.772,0,0.0819,0.526,96.792
Why'd You Only Call Me When You're High?,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004
As I Am (feat. Khalid),0.608,0.547,11,-8.151,1,0.0368,0.131,0,0.0974,0.108,99.947
I Still Haven't Found What I'm Looking For,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894
Young And Beautiful,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69E-05,0.11,0.151,113.986
Runaway,0.421,0.277,11,-10.34,1,0.0368,0.637,7.18E-05,0.103,0.13,115.153
Rise Up,0.398,0.316,1,-7.031,1,0.0368,0.805,0,0.295,0.174,118.582
The Best Days (feat. Tabitha),0.667,0.827,11,-5.631,1,0.0368,0.0863,0,0.0565,0.573,107.95
Not All Who Wander Are Lost,0.445,0.116,7,-14.911,1,0.0368,0.947,1.69E-05,0.112,0.139,167.915
Take a Walk,0.566,0.755,11,-5.526,1,0.0368,0.0338,0,0.315,0.445,101.006
Everlong,0.413,0.881,11,-5.541,0,0.0367,5.99E-05,0.000308,0.0805,0.364,158.066
Best Part (feat. H.E.R.),0.524,0.364,7,-10.209,1,0.0367,0.808,0,0.1,0.436,75.24
The A Team,0.642,0.289,9,-9.918,1,0.0367,0.669,0,0.18,0.407,84.996
Sorry,0.513,0.25,5,-9.376,0,0.0367,0.913,0,0.117,0.351,74.103
Colgando en tus manos (con Marta Sánchez),0.836,0.637,6,-4.803,1,0.0367,0.535,0,0.129,0.875,120.025
Adiós Amor,0.433,0.431,2,-6.422,1,0.0367,0.169,0,0.307,0.722,177.732
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",0.609,0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924
"Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""",0.674,0.676,2,-6.878,1,0.0367,0.43,3.13E-05,0.108,0.919,78.99
drunk face,0.691,0.77,7,-4.578,0,0.0367,0.0282,0,0.497,0.344,90.024
Buddy Holly,0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138
El Paciente,0.706,0.713,3,-3.609,1,0.0367,0.319,0,0.114,0.973,142.002
SKELETONS,0.46,0.686,0,-5.948,0,0.0367,0.00146,0,0.375,0.252,148.054
Lifestyle (feat. Adam Levine),0.749,0.674,10,-5.128,0,0.0366,0.0209,0,0.169,0.711,123.055
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",0.721,0.745,7,-3.508,0,0.0366,0.151,1.24E-06,0.372,0.699,90.988
8TEEN,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03
Dancing In the Dark,0.527,0.942,1,-5.64,0,0.0366,0.0115,0,0.188,0.495,148.723
White Ferrari,0.444,0.0924,0,-15.605,1,0.0366,0.784,0,0.304,0.219,108.917
Secrets,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021
Brillas,0.625,0.433,9,-12.963,1,0.0366,0.376,0.00103,0.248,0.274,93.041
Wonderwall,0.41,0.854,2,-5.609,1,0.0366,0.00236,0,0.133,0.456,174.584
Karma Chameleon - Remastered 2002,0.668,0.73,10,-7.182,1,0.0366,0.225,0,0.188,0.894,92.049
Ven Bailalo - Reggaeton Mix,0.675,0.919,11,-6.075,0,0.0366,0.0606,0.00653,0.103,0.726,97.017
Fly Away,0.597,0.581,1,-4.565,0,0.0366,0.59,4.38E-06,0.137,0.212,147.987
needy,0.647,0.309,7,-7.948,0,0.0366,0.78,7.41E-06,0.202,0.195,87.045
Shiny Happy People,0.452,0.909,9,-3.977,1,0.0366,0.0313,0.0603,0.23,0.805,124.623
Car Radio,0.766,0.519,9,-7.355,0,0.0366,0.098,0,0.0855,0.612,129.972
Welcome to Wonderland,0.703,0.179,4,-10.906,1,0.0366,0.949,0,0.102,0.346,97.427
Train Wreck,0.311,0.485,6,-5.726,0,0.0365,0.701,0,0.0726,0.225,77.355
Arcade (feat. FLETCHER),0.446,0.395,0,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944
That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),0.588,0.608,5,-7.062,1,0.0365,0.225,0,0.092,0.508,90.201
El Color de Tus Ojos,0.765,0.339,8,-8.965,1,0.0365,0.278,0,0.131,0.864,123.95
Father And Son,0.495,0.326,7,-12.29,1,0.0365,0.541,8.85E-05,0.0996,0.371,136.243
I Should Probably Go To Bed,0.721,0.277,1,-7.128,1,0.0365,0.634,0,0.112,0.309,131.935
I Have Nothing,0.541,0.401,0,-10.499,1,0.0365,0.576,0,0.164,0.24,152.943
Down To One,0.62,0.776,8,-4.109,1,0.0365,0.358,4.31E-05,0.11,0.551,93.963
Mardy Bum,0.634,0.599,2,-5.447,1,0.0365,0.0288,0,0.197,0.312,112.215
Falling,0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085
Thunderstruck,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52
Falling,0.784,0.43,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.087
Us,0.559,0.473,0,-4.147,1,0.0364,0.177,1.50E-06,0.108,0.341,69.973
help herself,0.607,0.851,4,-7.754,0,0.0364,0.623,0.351,0.107,0.479,168.049
Always Be My Baby,0.65,0.531,4,-8.335,1,0.0364,0.457,0,0.249,0.487,78.946
Falling Like The Stars,0.3,0.347,6,-9.542,1,0.0364,0.79,2.14E-06,0.111,0.164,169.361
Daddy Cool,0.763,0.777,5,-6.932,0,0.0364,0.281,0.78,0.134,0.929,124.431
Englishman In New York,0.674,0.347,9,-17.707,1,0.0364,0.396,1.05E-05,0.0916,0.647,102.013
imagine,0.729,0.475,8,-4.985,1,0.0364,0.378,0,0.12,0.371,62.52
Carried Away (with Madison Beer),0.518,0.683,1,-5.295,1,0.0364,0.346,0,0.311,0.304,141.971
MAGO,0.621,0.821,6,-3.662,0,0.0364,0.00548,0.000578,0.142,0.646,120.062
Missing You,0.552,0.552,11,-9.736,0,0.0364,0.052,0,0.046,0.593,208.571
Bad Romance,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001
Congratulations,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146
Don't Stop Believin',0.5,0.748,4,-9.072,1,0.0363,0.127,0,0.447,0.514,118.852
I Knew You Were Trouble.,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25E-06,0.0335,0.679,77.019
Mr. Jones,0.578,0.817,0,-6.542,1,0.0363,0.183,3.06E-06,0.285,0.726,141.621
Careless Whisper,0.574,0.629,2,-8.815,0,0.0363,0.128,0,0.271,0.786,153.119
Higher (feat. iann dior),0.716,0.736,1,-5.18,0,0.0363,0.336,1.40E-05,0.137,0.542,104.018
Jolene,0.674,0.537,1,-10.971,0,0.0363,0.566,0,0.131,0.809,110.578
My Sharona,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245
Everybody (Backstreet's Back) - Radio Edit,0.731,0.853,10,-4.219,0,0.0363,0.0352,0,0.268,0.605,108.016
Iris,0.291,0.79,11,-5.683,0,0.0363,0.00133,5.61E-06,0.0811,0.513,155.667
猫,0.506,0.769,3,-5.326,1,0.0363,0.113,0,0.0828,0.536,154.044
Lost in the Fire (feat. The Weeknd),0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966
She's so High,0.537,0.84,9,-4.626,1,0.0363,0.2,2.15E-06,0.0998,0.211,124.269
Can't Help Falling In Love,0.266,0.0596,0,-18.515,1,0.0363,0.905,7.07E-05,0.132,0.143,181.74
Hurts So Good,0.785,0.737,9,-5.306,1,0.0363,0.042,0.000107,0.108,0.971,125.447
Be Alright,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684
Iris,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97E-06,0.0942,0.497,155.925
Put Your Records On,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34E-06,0.133,0.542,96.038
Bertaut,0.47,0.131,6,-13.29,1,0.0362,0.933,0.00245,0.109,0.115,118.836
Cecilia,0.755,0.876,0,-8.867,1,0.0362,0.357,5.17E-06,0.22,0.954,102.762
Something Just Like This,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46E-05,0.174,0.505,102.996
Fuerte No Soy,0.659,0.433,11,-11.015,0,0.0362,0.117,0.000427,0.0829,0.455,125.556
Holiday / Boulevard of Broken Dreams,0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55E-06,0.301,0.45,167.086
Slow Down,0.477,0.788,10,-4.46,1,0.0362,0.0183,1.78E-06,0.294,0.255,129.967
Mood (feat. iann dior),0.701,0.716,7,-3.671,0,0.0361,0.174,0,0.324,0.732,91.007
I'm Not The Only One,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04E-05,0.0766,0.493,82.001
Giant (with Rag'n'Bone Man),0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015
BEBÉ,0.862,0.72,4,-4.155,1,0.0361,0.476,0,0.0543,0.967,129.993
Fallin' All In You,0.853,0.476,8,-6.696,1,0.0361,0.405,0,0.111,0.796,92.038
SOS,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07E-05,0.413,0.527,137.046
Say Something - Zac Samuel Remix,0.701,0.667,7,-6.177,1,0.0361,0.0121,6.53E-06,0.148,0.675,119.975
Drive,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565
Adventure of a Lifetime,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995
Marry You,0.62,0.832,10,-4.848,1,0.036,0.332,0,0.104,0.481,144.926
Marry You,0.62,0.832,10,-4.848,1,0.036,0.332,0,0.104,0.481,144.926
Get Busy,0.735,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,100.202
Bubbly,0.688,0.477,9,-6.684,1,0.036,0.594,0,0.115,0.257,127.866
Surfin' U.S.A. - Remastered,0.55,0.854,3,-5.968,1,0.036,0.661,0,0.112,0.965,159.231
Through Glass,0.545,0.753,3,-4.618,0,0.036,0.0417,0,0.389,0.434,105.754
Cinnamon Girl,0.294,0.337,6,-10.614,0,0.036,0.814,0.414,0.14,0.135,91.781
Feeling Whitney,0.412,0.227,0,-12.696,1,0.0359,0.787,4.69E-06,0.282,0.226,80.111
Radio Ga Ga - Remastered 2011,0.744,0.502,5,-7.719,1,0.0359,0.183,0.000228,0.189,0.66,112.344
Heaven,0.552,0.371,7,-9.104,0,0.0359,0.857,0,0.0838,0.245,199.843
I Can't Handle Change,0.247,0.438,5,-8.479,1,0.0358,0.0455,0.000871,0.111,0.39,185.716
"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",0.721,0.632,5,-6.695,0,0.0358,0.0693,0,0.291,0.296,92.057
No Time To Die,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537
Somebody To You,0.526,0.818,3,-5.952,1,0.0358,0.0587,0,0.333,0.896,171.96
All Night,0.538,0.804,8,-5.194,1,0.0358,0.0041,0,0.33,0.507,144.992
Motion Sickness,0.652,0.545,1,-9.021,1,0.0358,0.774,0.0428,0.0847,0.626,107.019
Jump Then Fall (Taylor’s Version),0.572,0.69,2,-6.201,1,0.0358,0.0474,0,0.0897,0.624,160.111
Can We Kiss Forever?,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986
Lose Somebody,0.58,0.586,1,-6.883,1,0.0357,0.344,0,0.0755,0.507,147.988
Bleeding Love,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036
Home,0.725,0.199,2,-12.478,1,0.0357,0.982,0.00395,0.1,0.264,120.031
I See Red,0.509,0.448,4,-7.552,0,0.0357,0.00713,0.0137,0.244,0.221,156.909
Que Tire Pa Lante,0.658,0.901,7,-2.814,1,0.0357,0.0478,0,0.12,0.708,93.979
Lose Somebody,0.58,0.586,1,-6.883,1,0.0357,0.344,0,0.0755,0.507,147.988
You Know How We Do It - Remastered,0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869
Dirt Road Anthem,0.68,0.741,2,-5.055,1,0.0357,0.347,1.87E-06,0.117,0.635,127.024
Rosanna,0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647
Somethin' Stupid,0.257,0.338,4,-12.902,1,0.0357,0.736,0,0.252,0.544,207.356
Walking in Memphis,0.567,0.512,0,-8.831,1,0.0357,0.545,0,0.296,0.334,130.271
Loco (Tu Forma de Ser) [Ft. Rubén Albarrán] - MTV Unplugged,0.587,0.639,7,-8.065,1,0.0357,0.395,0,0.68,0.789,116.499
Exil,0.441,0.561,11,-6.017,0,0.0357,0.00953,0.00432,0.553,0.178,128.345
Call Out My Name,0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17
Big (feat. Gunna),0.779,0.845,7,-3.446,1,0.0356,0.0659,1.16E-06,0.0641,0.615,111.995
Alone,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088
My Immortal,0.19,0.265,9,-9.206,1,0.0356,0.863,0,0.134,0.101,79.012
Because Of You,0.81,0.538,0,-5.784,0,0.0356,0.528,0,0.0951,0.828,109.97
Famous Friends,0.533,0.855,6,-2.901,1,0.0356,0.0553,0,0.335,0.64,102.017
Momma’s House,0.633,0.858,11,-3.509,0,0.0356,0.278,0,0.315,0.541,119.998
I Bet You Look Good On The Dancefloor,0.535,0.948,6,-4.19,0,0.0356,0.00225,0,0.376,0.778,103.183
Midnight City,0.526,0.712,11,-6.525,0,0.0356,0.0161,0,0.179,0.32,105.009
Je te laisserai des mots,0.303,0.187,2,-16.757,1,0.0356,0.989,0.489,0.101,0.213,132.731
Reckless Love,0.572,0.685,6,-7.29,1,0.0356,0.0291,0,0.0963,0.232,110.698
Procura,0.805,0.757,8,-7.46,1,0.0355,0.279,0.000839,0.101,0.973,102.14
21 Guns,0.268,0.742,5,-4.939,1,0.0355,0.0518,0,0.626,0.416,159.779
Say Something,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89E-06,0.0913,0.0765,141.284
Doin' Time,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982
Part Of Me,0.678,0.918,5,-4.63,1,0.0355,0.000417,0,0.0744,0.769,130.028
Wrong Direction,0.39,0.388,10,-9.017,1,0.0355,0.472,0,0.157,0.187,72.934
Say Something,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89E-06,0.0913,0.0765,141.284
Grow As We Go,0.458,0.137,8,-14.083,1,0.0355,0.882,0,0.15,0.437,80.824
Start Me Up - Remastered,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429
Lucky,0.623,0.417,0,-8.699,1,0.0354,0.296,0,0.135,0.721,130.032
Spring Day,0.539,0.846,8,-3.192,1,0.0354,0.0063,1.68E-06,0.13,0.46,106.992
At My Worst (feat. Kehlani),0.731,0.484,0,-5.579,1,0.0354,0.73,3.01E-06,0.326,0.35,92.043
Don't Speak,0.522,0.707,5,-7.113,0,0.0354,0.24,2.04E-05,0.156,0.572,76.05
Cruise,0.457,0.948,10,-3.364,1,0.0354,0.0191,0,0.0536,0.878,148
Paubaya,0.373,0.245,5,-12.45,1,0.0354,0.766,0.000365,0.0768,0.174,127.067
Night Changes,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001
Where Is My Mind? - Remastered,0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334
Con Tus Besos,0.681,0.664,6,-8.019,0,0.0353,0.335,0,0.0418,0.861,102.166
The One That Got Away,0.687,0.792,1,-4.023,0,0.0353,0.000802,0,0.2,0.864,133.962
Lady,0.408,0.523,7,-8.001,1,0.0353,0.417,9.58E-06,0.0877,0.428,169.954
Rock with You - Single Version,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91E-05,0.158,0.848,114.031
Master Of Puppets,0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173
Dreams,0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.421,0.514,128.661
Are You Gonna Go My Way,0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269
You're Still The One,0.585,0.494,3,-8.751,1,0.0353,0.363,0,0.0886,0.634,133.822
Fantasy,0.669,0.727,7,-7.588,1,0.0353,0.139,0,0.123,0.807,102.322
ivy,0.515,0.545,2,-9.277,1,0.0353,0.855,1.97E-05,0.0921,0.535,88.856
Just Can't Get Enough,0.766,0.772,0,-9.362,1,0.0353,0.403,0.0584,0.183,0.919,128.168
Baba O'Riley,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292
White Iverson,0.675,0.562,7,-7.678,1,0.0352,0.233,0,0.0816,0.309,130.098
I Say a Little Prayer,0.592,0.355,9,-14.051,1,0.0352,0.478,0,0.0585,0.499,133.032
Say It Ain't So,0.634,0.551,3,-7.136,1,0.0352,0.00737,1.82E-05,0.07,0.453,151.779
Hadal Ahbek,0.827,0.485,1,-10.384,0,0.0352,0.172,0,0.0798,0.384,94.997
De Menina pra Mulher - Ao Vivo,0.83,0.92,4,-2.303,1,0.0352,0.118,2.12E-06,0.234,0.967,121.982
I'm a Believer - 2006 Remaster,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05E-05,0.217,0.962,80.106
Vasos Vacíos - Remasterizado 2008,0.708,0.672,7,-5.538,1,0.0352,0.346,1.97E-05,0.382,0.963,134.635
Te quiero,0.736,0.711,2,-5.503,1,0.0352,0.0029,0.000275,0.0948,0.72,112.305
Locos,0.724,0.646,10,-6.475,1,0.0352,0.072,0.000157,0.0923,0.957,112.019
772 Love,0.676,0.623,6,-7.297,0,0.0352,0.226,1.66E-05,0.159,0.347,111.466
I Need You To Hate Me,0.637,0.589,9,-5.618,0,0.0352,0.0298,0,0.11,0.376,148.925
My Flaws Burn Through My Skin Like Demonic Flames from Hell,0.78,0.748,11,-7.394,0,0.0352,0.00448,0.000546,0.115,0.0663,125.98
Wind Of Change,0.452,0.524,0,-10.108,1,0.0351,0.315,0,0.103,0.246,151.505
Life's A Mess (feat. Halsey),0.63,0.446,1,-8.9,1,0.0351,0.337,0,0.166,0.177,143.078
White Dress,0.493,0.263,0,-12.805,1,0.0351,0.926,0,0.0879,0.158,122.792
Falling Like The Stars,0.296,0.351,6,-9.538,1,0.0351,0.823,1.50E-06,0.11,0.19,177.596
Gone,0.521,0.746,6,-6.173,1,0.0351,0.00985,0,0.0741,0.473,149.977
Toxic,0.653,0.453,7,-5.395,0,0.0351,0.307,0.00101,0.113,0.0405,111.737
Electric Feel,0.763,0.807,1,-3.714,1,0.035,0.0714,0.28,0.348,0.559,103.038
Vacation,0.739,0.754,8,-5.034,1,0.035,0.0431,0,0.0999,0.793,150.017
"Sunflower, Vol. 6",0.566,0.846,7,-6.904,0,0.035,0.000564,0.000795,0.121,0.86,160.02
Depression & Obsession,0.769,0.156,11,-10.7,0,0.035,0.585,0.015,0.102,0.527,105.95
El Sol No Regresa,0.615,0.878,3,-4.056,1,0.035,0.052,1.16E-06,0.326,0.72,127.906
Gone Too Soon,0.529,0.723,4,-6.022,0,0.035,0.0175,0,0.364,0.459,119.942
You Spin Me Round (Like a Record),0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175
Vacation,0.739,0.754,8,-5.034,1,0.035,0.0431,0,0.0999,0.793,150.017
Up Down (feat. Florida Georgia Line),0.589,0.882,6,-3.039,1,0.035,0.0813,0,0.146,0.793,129.915
Trivia 轉 : Seesaw,0.707,0.791,5,-4.481,0,0.035,0.181,0,0.102,0.678,106.985
At My Worst,0.813,0.415,0,-5.926,1,0.0349,0.777,0,0.131,0.667,91.921
Let Me Love You,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63E-05,0.135,0.163,99.988
Glad You Exist,0.748,0.551,11,-6.12,1,0.0349,0.235,0,0.119,0.66,103.953
My Girl,0.572,0.418,0,-10.738,1,0.0349,0.635,0,0.0961,0.694,104.566
Kill Yourself (Part III),0.753,0.68,5,-7.092,0,0.0349,0.326,4.15E-05,0.423,0.192,105.977
I Will Always Love You,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62E-06,0.0839,0.11,67.531
